record_id,source_id,smiles,inchi,inchikey,status,errors,MolWt,ExactMolWt,LogP,TPSA,HBD,HBA,NumRotatableBonds,RingCount,NumAromaticRings,FractionCSP3,HeavyAtomCount,QED,lipinski_pass,lipinski_violations,pains_pass,pains_violations,pains_violation_details,molecule_chembl_id,standard_value,standard_units,standard_relation,pchembl_value,assay_chembl_id,assay_description,confidence_score,n_measurements,pIC50,activity_class,activity_label,lipinski_violation_details
cbc7096d,,CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O,,,raw,,3041.409999999992,3039.509720392002,-15.18340000000008,1386.2999999999993,46,42,104,4,4,0.5725190839694656,214,0.01108620499370426,False,3,True,0,,CHEMBL412528,1360.0,nM,=,5.87,CHEMBL880570,Inhibition of BCL2 by fluorescence polarization based competitive binding assay,0.8,1,5.8665,0,inactive,MW=3041.4 > 500.0; HBD=46 > 5; HBA=42 > 10
26d76814,,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1)[C@@H](C)O)C(C)C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](C)CC)[C@@H](C)CC,,,raw,,2879.1669999999945,2877.403917932001,-18.387300000000124,1349.6499999999996,45,43,98,2,1,0.6470588235294118,201,0.01635687589657922,False,3,True,0,,CHEMBL440058,3030.0,nM,=,5.52,CHEMBL880570,Inhibition of BCL2 by fluorescence polarization based competitive binding assay,0.8,1,5.5186,0,inactive,MW=2879.2 > 500.0; HBD=45 > 5; HBA=43 > 10
ae1bc97b,,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)CC)[C@@H](C)CC,,,raw,,2813.2209999999955,2811.5143947840006,-12.537400000000043,1228.62,40,37,95,3,3,0.616,199,0.01417326182794673,False,3,True,0,,CHEMBL409228,650.0,nM,=,6.19,CHEMBL880570,Inhibition of BCL2 by fluorescence polarization based competitive binding assay,0.8,1,6.1871,1,active,MW=2813.2 > 500.0; HBD=40 > 5; HBA=37 > 10
0401a2f5,,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O,,,raw,,2952.3199999999947,2950.4375861440017,-16.693800000000106,1367.2699999999995,46,46,108,0,0,0.7024793388429752,204,0.011635093571136271,False,3,True,0,,CHEMBL441574,2880.0,nM,=,5.54,CHEMBL880570,Inhibition of BCL2 by fluorescence polarization based competitive binding assay,0.8,1,5.5406,0,inactive,MW=2952.3 > 500.0; HBD=46 > 5; HBA=46 > 10
a236ef64,,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(N)=O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O,,,raw,,2922.4069999999933,2920.548062996001,-10.90510000000003,1228.07,43,41,103,3,3,0.6461538461538462,205,0.010797832503092119,False,3,True,0,,CHEMBL265917,1330.0,nM,=,5.88,CHEMBL880570,Inhibition of BCL2 by fluorescence polarization based competitive binding assay,0.8,1,5.8761,0,inactive,MW=2922.4 > 500.0; HBD=43 > 5; HBA=41 > 10
7f462135,,CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C,,,raw,,2927.3539999999944,2925.5144118480007,-14.373200000000065,1298.8399999999997,43,40,98,4,4,0.5984251968503937,206,0.011086205674809677,False,3,True,0,,CHEMBL442325,1560.0,nM,=,5.81,CHEMBL880570,Inhibition of BCL2 by fluorescence polarization based competitive binding assay,0.8,1,5.8069,0,inactive,MW=2927.4 > 500.0; HBD=43 > 5; HBA=40 > 10
fa4cdfed,,O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(F)cc2)cc1,,,raw,,551.6210000000002,551.098491024,5.723800000000004,118.41,2,7,10,4,4,0.07407407407407407,38,0.11192948196619279,False,2,True,0,,CHEMBL371861,3196.5,nM,=,5.2,CHEMBL858941,Inhibitory activity against Bcl-XL in presence of HSA3 from 1% human serum,0.8,2,5.4953,0,inactive,MW=551.6 > 500.0; LogP=5.72 > 5.0
3c58a747,,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,,,raw,,518.5620000000004,518.19406792,6.382240000000009,155.52,6,8,5,4,4,0.26666666666666666,38,0.1312357685384841,False,3,False,1,PAINS match: catechol_A(92),CHEMBL51483,600.0,nM,=,6.3,CHEMBL909445,Binding affinity to human Bcl2 by ELISA,0.8,7,6.2218,1,active,MW=518.6 > 500.0; LogP=6.38 > 5.0; HBD=6 > 5
34cdcf87,,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCSC)NC(=O)[C@@H](N)CC(=O)O)[C@@H](C)CC)[C@@H](C)CC)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,,,raw,,3269.7049999999913,3267.6359835240028,-11.530900000000074,1432.9599999999994,46,42,107,6,5,0.5586206896551724,231,0.009762973346084733,False,3,True,0,,CHEMBL2371929,11.0,nM,=,7.96,CHEMBL909445,Binding affinity to human Bcl2 by ELISA,0.8,1,7.9586,1,active,MW=3269.7 > 500.0; HBD=46 > 5; HBA=42 > 10
9a3c1933,,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,,,raw,,573.7110000000004,573.2185088399999,6.900200000000008,123.93,4,6,7,4,4,0.24242424242424243,41,0.17836215523307064,False,2,False,1,PAINS match: catechol_A(92),CHEMBL217354,450.0,nM,=,6.16,CHEMBL909445,Binding affinity to human Bcl2 by ELISA,0.8,2,6.3468,1,active,MW=573.7 > 500.0; LogP=6.90 > 5.0
5463c561,,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)c1cc(Cc2ccccc2)c(O)c(O)c1O,,,raw,,475.5220000000002,475.1089583919999,4.479300000000004,123.93,4,6,6,4,4,0.038461538461538464,34,0.30497402721372263,True,0,False,1,PAINS match: catechol_A(92),CHEMBL217223,2800.0,nM,=,5.8,CHEMBL909445,Binding affinity to human Bcl2 by ELISA,0.8,2,5.5528,0,inactive,
1af07254,,O=C(Nc1ccccc1)c1cc(Cc2ccccc2)c(O)c(O)c1O,,,raw,,335.35900000000004,335.11575802399994,3.6465000000000023,89.79,4,4,4,3,3,0.05,25,0.5479745939627466,True,0,False,1,PAINS match: catechol_A(92),CHEMBL214965,6100.0,nM,=,5.14,CHEMBL909445,Binding affinity to human Bcl2 by ELISA,0.8,2,5.2147,0,inactive,
ed4229e4,,CN(CCCc1ccccc1)S(=O)(=O)c1cc(C(=O)N2CCc3ccc(S(=O)(=O)NCCc4ccccc4)cc3C2)c(O)c(O)c1O,,,raw,,679.8170000000003,679.2022071440001,3.776200000000004,164.55,4,8,12,5,4,0.2647058823529412,47,0.16446223068734656,True,1,False,1,PAINS match: catechol_A(92),CHEMBL376055,330.0,nM,=,6.48,CHEMBL918623,Displacement of biotinylated Bim BH3 peptide from recombinant His-tagged Bcl2 by ELISA assay,0.8,1,6.4815,1,active,MW=679.8 > 500.0
72d9495e,,CC(C)c1cc(C(=O)N2CCc3ccc(S(=O)(=O)NCCc4ccccc4)cc3C2)c(O)c(O)c1O,,,raw,,510.61200000000025,510.1824576799999,3.6463000000000045,127.17000000000002,4,6,7,4,3,0.2962962962962963,36,0.35954044685846376,True,1,False,1,PAINS match: catechol_A(92),CHEMBL219775,6600.0,nM,=,5.18,CHEMBL918623,Displacement of biotinylated Bim BH3 peptide from recombinant His-tagged Bcl2 by ELISA assay,0.8,1,5.1805,0,inactive,MW=510.6 > 500.0
fbbaf972,,O=C(c1ccc(Oc2ccccc2)cc1)c1cc(C(=O)c2nc3ccccc3s2)c(O)c(O)c1O,,,raw,,483.5010000000002,483.0776582639999,5.667400000000005,116.95000000000002,3,8,6,5,5,0.0,35,0.21047187387346422,True,1,False,1,PAINS match: catechol_A(92),CHEMBL258819,170.0,nM,=,6.77,CHEMBL932183,Inhibition of human Bcl-2 protein by ELISA,0.8,1,6.7696,1,active,LogP=5.67 > 5.0
b9711ffc,,O=C(c1ccc(Oc2ccccc2)cc1)c1cc(C(=O)c2cccc3ccccc23)c(O)c(O)c1O,,,raw,,476.4840000000002,476.1259883599999,6.210900000000007,104.06000000000002,3,6,6,5,5,0.0,36,0.19880389738359505,True,1,False,1,PAINS match: catechol_A(92),CHEMBL259034,290.0,nM,=,6.54,CHEMBL932183,Inhibition of human Bcl-2 protein by ELISA,0.8,1,6.5376,1,active,LogP=6.21 > 5.0
8076ce79,,CC(C)C(=O)c1cc(C(=O)c2ccc(Oc3ccccc3)cc2)c(O)c(O)c1O,,,raw,,392.4070000000001,392.1259883599999,4.665400000000004,104.06000000000002,3,6,6,3,3,0.13043478260869565,29,0.41611432497337486,True,0,False,1,PAINS match: catechol_A(92),CHEMBL259033,2600.0,nM,=,5.58,CHEMBL932183,Inhibition of human Bcl-2 protein by ELISA,0.8,1,5.585,0,inactive,
306ed6ac,,CC(C)c1cc(C(=O)c2ccc(Oc3ccccc3)cc2)c(O)c(O)c1O,,,raw,,364.3970000000001,364.1310737399999,4.950100000000005,86.99000000000001,3,5,5,3,3,0.13636363636363635,27,0.44036312651682824,True,0,False,1,PAINS match: catechol_A(92),CHEMBL270268,3400.0,nM,=,5.47,CHEMBL932183,Inhibition of human Bcl-2 protein by ELISA,0.8,1,5.4685,0,inactive,
d5119d1e,,Cc1cc(C(=O)N2CCc3ccccc3C2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,,raw,,476.5800000000003,476.221226136,4.577720000000004,58.440000000000005,0,4,3,6,4,0.23333333333333334,36,0.4350512714699941,True,0,True,0,,CHEMBL464268,1500.0,nM,=,5.82,CHEMBL1019892,Inhibition of GST fused Bcl-2 binding to biotinylated 16 mer Bak-BH3 peptide by HTRF-LANCE assay,0.8,1,5.8239,0,inactive,
deb1af84,,Cc1cc(C(=O)N(C)c2ccccc2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,,raw,,450.5420000000003,450.205576072,4.655820000000005,58.440000000000005,0,4,4,5,4,0.17857142857142858,34,0.4545763416780153,True,0,True,0,,CHEMBL466801,2500.0,nM,=,5.6,CHEMBL1019892,Inhibition of GST fused Bcl-2 binding to biotinylated 16 mer Bak-BH3 peptide by HTRF-LANCE assay,0.8,1,5.6021,0,inactive,
8064df33,,Cc1cc(C(=O)N(C)c2cccc(F)c2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,,raw,,468.5320000000003,468.19615426,4.794920000000004,58.440000000000005,0,4,4,5,4,0.17857142857142858,35,0.43259148561910155,True,0,True,0,,CHEMBL518858,2300.0,nM,=,5.64,CHEMBL1019892,Inhibition of GST fused Bcl-2 binding to biotinylated 16 mer Bak-BH3 peptide by HTRF-LANCE assay,0.8,1,5.6383,0,inactive,
8f6a7c91,,Cc1cc(C(=O)N(C)c2ccccc2F)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,,raw,,468.5320000000003,468.19615426,4.794920000000004,58.440000000000005,0,4,4,5,4,0.17857142857142858,35,0.43259148561910155,True,0,True,0,,CHEMBL480008,3000.0,nM,=,5.52,CHEMBL1019892,Inhibition of GST fused Bcl-2 binding to biotinylated 16 mer Bak-BH3 peptide by HTRF-LANCE assay,0.8,1,5.5229,0,inactive,
e559e1eb,,CCN(C(=O)c1cc(C)n(-c2ccccc2C(=O)N2CCc3ccccc3C2)n1)c1ccccc1,,,raw,,464.56900000000024,464.221226136,5.045920000000005,58.440000000000005,0,4,5,5,4,0.20689655172413793,35,0.41551829677707497,True,1,True,0,,CHEMBL480009,1900.0,nM,=,5.72,CHEMBL1019892,Inhibition of GST fused Bcl-2 binding to biotinylated 16 mer Bak-BH3 peptide by HTRF-LANCE assay,0.8,1,5.7212,0,inactive,LogP=5.05 > 5.0
ad2aa8a8,,Cc1cc(C(=O)N(c2ccccc2)C2CCCCC2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,,raw,,518.6610000000002,518.268176328,6.358720000000006,58.440000000000005,0,4,5,6,4,0.30303030303030304,39,0.3089664070272797,False,2,True,0,,CHEMBL516633,1400.0,nM,=,5.85,CHEMBL1019892,Inhibition of GST fused Bcl-2 binding to biotinylated 16 mer Bak-BH3 peptide by HTRF-LANCE assay,0.8,1,5.8539,0,inactive,MW=518.7 > 500.0; LogP=6.36 > 5.0
8256acd6,,Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,,raw,,512.6130000000003,512.221226136,6.357720000000008,58.440000000000005,0,4,5,6,5,0.12121212121212122,39,0.27543949722569844,False,2,True,0,,CHEMBL517577,800.0,nM,=,6.1,CHEMBL1019892,Inhibition of GST fused Bcl-2 binding to biotinylated 16 mer Bak-BH3 peptide by HTRF-LANCE assay,0.8,1,6.0969,1,active,MW=512.6 > 500.0; LogP=6.36 > 5.0
